PATHWAY SORTORDER	BIOCHEMICAL	SUPER PATHWAY	SUB PATHWAY	COMP ID	PLATFORM	CHEMICAL ID	RI	MASS	CAS	PUBCHEM	KEGG	HMDB
3814	methyl indole-3-acetate	Xenobiotics	Food Component/Plant	1584	LC/MS Pos Early	1104	3339	190.08626	1912-33-0	74706		HMDB29738
3518	methyl-4-hydroxybenzoate sulfate	Xenobiotics	Benzoate Metabolism	48429	LC/MS Neg	100006116	2873	230.99688				
1312	methylmalonate (MMA)	Lipid	Fatty Acid Metabolism (also BCAA Metabolism)	1496	LC/MS Polar	418	3078.4	117.01933	516-05-2	487	C02170	HMDB00202
1219	15-methylpalmitate	Lipid	Fatty Acid, Branched	38768	LC/MS Neg	100002945	5695	269.24868		17903417		
290	methylsuccinate	Amino Acid	Leucine, Isoleucine and Valine Metabolism	15745	LC/MS Polar	2051	2800	131.03498	498-21-5	10349		HMDB01844
1565	myo-inositol	Lipid	Inositol Metabolism	1124	LC/MS Polar	363	3506.3	225.06159	87-89-8	892	C00137	HMDB00211
1104	myristate (14:0)	Lipid	Long Chain Fatty Acid	1365	LC/MS Neg	519	5440	227.20165	544-63-8	11005	C06424	HMDB00806
1105	myristoleate (14:1n5)	Lipid	Long Chain Fatty Acid	32418	LC/MS Neg	100001198	5346.9	225.186	544-64-9	5281119	C08322	HMDB02000
1347	myristoleoylcarnitine (C14:1)*	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	48182	LC/MS Pos Late	100006051	1316	370.29471	889848-55-9	90659872		
2257	myristoyl dihydrosphingomyelin (d18:0/14:0)*	Lipid	Sphingolipid Metabolism	57365	LC/MS Pos Late	100009038	2060	677.5592				HMDB12085
1338	myristoylcarnitine (C14)	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	33952	LC/MS Pos Late	100001270	1350	372.31084	18822-89-4	6426854		HMDB05066
385	N('1)-acetylspermidine	Amino Acid	Polyamine Metabolism	57689	LC/MS Pos Early	187	3075	188.17574	14278-49-0	496	C00612	HMDB01276
3817	N-(2-furoyl)glycine	Xenobiotics	Food Component/Plant	31536	LC/MS Neg	100001086	1525.8	168.03023	5657-19-2;5657-19-2	21863		HMDB00439
390	N1,N12-diacetylspermine	Amino Acid	Polyamine Metabolism	52987	LC/MS Pos Early	100002132	3105	287.24416	61345-83-3	132680	C03413	HMDB02172
3364	N1-Methyl-2-pyridone-5-carboxamide	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	40469	LC/MS Neg	100001468	1668	151.0513	701-44-0	69698	C05842	HMDB04193
3204	N1-methylinosine	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	48351	LC/MS Pos Early	100001409	1430	283.1037	20245-33-4	65095		HMDB02721
3262	N2,N2-dimethylguanosine	Nucleotide	Purine Metabolism, Guanine containing	35137	LC/MS Pos Early	100001412	2210	312.13025	2140-67-2	92919		HMDB04824
363	N2,N5-diacetylornithine	Amino Acid	Urea cycle; Arginine and Proline Metabolism	43591	LC/MS Neg	100004575	1367	215.10373	39825-23-5	10398396		
85	N2-acetyllysine	Amino Acid	Lysine Metabolism	36751	LC/MS Polar	100001721	3372.6	187.10881	1946-82-3	92907	C12989	HMDB00446
3318	N4-acetylcytidine	Nucleotide	Pyrimidine Metabolism, Cytidine containing	35130	LC/MS Pos Early	100001413	1580	286.10337	3768-18-1	107461		HMDB05923
91	N6,N6,N6-trimethyllysine	Amino Acid	Lysine Metabolism	1498	LC/MS Pos Early	189	2825	189.15976	23284-33-5	440120	C03793	HMDB01325
86	N6-acetyllysine	Amino Acid	Lysine Metabolism	36752	LC/MS Neg	100001734	1059	187.10881	692-04-6	92832	C02727	HMDB00206
3236	N6-carbamoylthreonyladenosine	Nucleotide	Purine Metabolism, Adenine containing	35157	LC/MS Neg	100001415	2164	411.12698	24719-82-2	161466		HMDB41623
1050	N6-carboxymethyllysine	Carbohydrate	Advanced Glycation End-product	36713	LC/MS Pos Early	100001768	2500	205.11829	03/04/5746	123800		
3227	N6-methyladenosine	Nucleotide	Purine Metabolism, Adenine containing	37114	LC/MS Pos Early	213	2264	282.11969	1867-73-8	1869		HMDB04044
3245	N6-succinyladenosine	Nucleotide	Purine Metabolism, Adenine containing	48130	LC/MS Neg	100001664	980	382.10043	4542-23-8	165243		HMDB00912
67	N-acetyl-1-methylhistidine*	Amino Acid	Histidine Metabolism	43255	LC/MS Pos Early	100004299	2100	212.1028		193270		
66	N-acetyl-3-methylhistidine*	Amino Acid	Histidine Metabolism	43256	LC/MS Pos Early	100002204	2056	212.10297	37841-04-6	193270		
30	N-acetylalanine	Amino Acid	Alanine and Aspartate Metabolism	1585	LC/MS Polar	1110	1564.8	130.05096	97-69-8	88064	C02847	HMDB00766
3698	N-acetylalliin	Xenobiotics	Food Component/Plant	45404	LC/MS Neg	100005367	1467	218.04925				
358	N-acetylarginine	Amino Acid	Urea cycle; Arginine and Proline Metabolism	33953	LC/MS Pos Early	100001266	2245	217.12952	155-84-0	67427	C02562	HMDB04620
39	N-acetylasparagine	Amino Acid	Alanine and Aspartate Metabolism	33942	LC/MS Pos Early	100001257	785	175.07134	4033-40-3	99715		HMDB06028
35	N-acetylaspartate (NAA)	Amino Acid	Alanine and Aspartate Metabolism	22185	LC/MS Polar	100000787	3143	174.04079	997-55-7;997-55-7	65065	C01042	HMDB00812
50	N-acetyl-aspartyl-glutamate (NAAG)	Amino Acid	Glutamate Metabolism	35665	LC/MS Pos Early	100001612	1035	305.09795	3106-85-2	5255	C12270	HMDB01067
3306	N-acetyl-beta-alanine	Nucleotide	Pyrimidine Metabolism, Uracil containing	37432	LC/MS Neg	100002102	773	130.05096	3025-95-4	76406	C01073	
106	N-acetyl-cadaverine	Amino Acid	Lysine Metabolism	43530	LC/MS Pos Early	100002249	2385	145.13354	32343-73-0	189087		HMDB02284
440	N-acetylcarnosine	Peptide	Dipeptide Derivative	43488	LC/MS Neg	100004046	1235	267.10988	56353-15-2	9903482		HMDB12881
359	N-acetylcitrulline	Amino Acid	Urea cycle; Arginine and Proline Metabolism	48434	LC/MS Neg	100001577	940	216.09898	33965-42-3	656979	C15532	HMDB00856
1049	N-acetylglucosamine/N-acetylgalactosamine	Carbohydrate	Aminosugar Metabolism	46539	LC/MS Pos Early	100006435	715	222.0972		24139		HMDB00215
1046	N-acetylglucosaminylasparagine 	Carbohydrate	Aminosugar Metabolism	48149	LC/MS Pos Early	1215	1212	336.14015	2776-93-4	123826	C04540	HMDB00489
42	N-acetylglutamate	Amino Acid	Glutamate Metabolism	15720	LC/MS Polar	100000282	3106	188.05644	03/08/5817	70914	C00624	HMDB01138
43	N-acetylglutamine	Amino Acid	Glutamate Metabolism	33943	LC/MS Polar	100001253	2140	187.07243	2490-97-3	182230	C02716	HMDB06029
2	N-acetylglycine	Amino Acid	Glycine, Serine and Threonine Metabolism	27710	LC/MS Pos Early	100001006	826	118.04987	543-24-8	10972		HMDB00532
82	N-acetylhistamine	Amino Acid	Histidine Metabolism	48679	LC/MS Pos Early	100006123	2287	154.09749	673-49-4	69602	C05135	HMDB13253
65	N-acetylhistidine	Amino Acid	Histidine Metabolism	33946	LC/MS Polar	100001293	2088	196.07276	39145-52-3	75619	C02997	HMDB32055
278	N-acetylisoleucine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	33967	LC/MS Neg	100001276	2325	172.09791	3077-46-1	2802421		HMDB61684
208	N-acetylkynurenine (2)	Amino Acid	Tryptophan Metabolism	48757	LC/MS Neg	100006378	2378	249.08808				
243	N-acetylleucine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	1587	LC/MS Neg	1082	2400	172.09791	1188-21-2	70912	C02710	HMDB11756
308	N-acetylmethionine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	1589	LC/MS Neg	1083	1787	190.05434	65-82-7	448580	C02712	HMDB11745
313	N-acetylmethionine sulfoxide	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	45428	LC/MS Pos Early	100005463	880	208.06381	108646-71-5	193368		
1035	N-acetylneuraminate	Carbohydrate	Aminosugar Metabolism	32377	LC/MS Pos Early	1162	660	310.11326	131-48-6	439197	C00270	HMDB00230
110	N-acetylphenylalanine	Amino Acid	Phenylalanine Metabolism	33950	LC/MS Neg	100001256	2597	206.08226	2018-61-3	74839	C03519	HMDB00512
360	N-acetylproline	Amino Acid	Urea cycle; Arginine and Proline Metabolism	34387	LC/MS Pos Early	100001334	1695	158.08117	1074-79-9	322640		
392	N-acetylputrescine	Amino Acid	Polyamine Metabolism	37496	LC/MS Pos Early	192	2230	131.11789	18233-70-0	122356	C02714	HMDB02064
10	N-acetylserine	Amino Acid	Glycine, Serine and Threonine Metabolism	37076	LC/MS Polar	100001851	2000	146.04588	97-14-3	65249		HMDB02931
337	N-acetyltaurine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	48187	LC/MS Neg	100005466	800	166.01795		159864		
17	N-acetylthreonine	Amino Acid	Glycine, Serine and Threonine Metabolism	33939	LC/MS Neg	100001274	821.6	160.06153	17093-74-2	152204		
196	N-acetyltryptophan	Amino Acid	Tryptophan Metabolism	33959	LC/MS Neg	100001254	2630	245.09316	1218-34-4	700653	C03137	HMDB13713
124	N-acetyltyrosine	Amino Acid	Tyrosine Metabolism	32390	LC/MS Neg	100001104	1680	222.07718	537-55-3	68310		HMDB00866
297	N-acetylvaline	Amino Acid	Leucine, Isoleucine and Valine Metabolism	1591	LC/MS Neg	1084	1704	158.08226	96-81-1	66789		HMDB11757
362	N-alpha-acetylornithine	Amino Acid	Urea cycle; Arginine and Proline Metabolism	32984	LC/MS Pos Early	100000285	2000	175.10772	09/08/6205	439232	C00437	HMDB03357
4199	naproxen	Xenobiotics	Drug	12122	LC/MS Neg	1384	4155	229.08702	22204-53-1	156391	C01517	HMDB01923
2249	N-behenoyl-sphingadienine (d18:2/22:0)*	Lipid	Sphingolipid Metabolism	57372	LC/MS Pos Late	100015624	3911	620.59763				
33	N-carbamoylalanine	Amino Acid	Alanine and Aspartate Metabolism	52340	LC/MS Pos Early	100006369	1005	133.06077	77340-50-2	426409		
361	N-delta-acetylornithine	Amino Acid	Urea cycle; Arginine and Proline Metabolism	43249	LC/MS Neg	100004523	858	173.09316		9920500		
1138	nervonate (24:1n9)*	Lipid	Long Chain Fatty Acid	52674	LC/MS Neg	100001231	6804	365.3425	506-37-6	5281120	C08323	HMDB02368
4202	N-ethylglycinexylidide	Xenobiotics	Drug	33080	LC/MS Pos Early	100001539	3209	207.14919	7728-40-7	24415	C16561	HMDB60656
212	N-formylanthranilic acid	Amino Acid	Tryptophan Metabolism	43549	LC/MS Neg	100004561	2150	164.03531	3342-77-6	101399	C05653	HMDB04089
309	N-formylmethionine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	2829	LC/MS Neg	194	1543.8	176.03869	4289-98-9	439750	C03145	HMDB01015
175	N-formylphenylalanine	Amino Acid	Tyrosine Metabolism	48433	LC/MS Neg	100006056	2360	192.06661	13200-85-6	759256		
3345	nicotinamide	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	594	LC/MS Pos Early	432	1942	123.05529	98-92-0	936	C00153	HMDB01406
3342	nicotinate	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	1504	LC/MS Pos Early	567	1673	124.03931	59-67-6	938	C00253	HMDB01488
1326	N-linoleoylglycine	Lipid	Fatty Acid Metabolism(Acyl Glycine)	32462	LC/MS Neg	1506	5510	336.25441	06/03/2764	6433346		
4496	N-methylpipecolate	Xenobiotics	Chemical	47101	LC/MS Pos Early	100005383	1932	144.10191	41447-17-0	11286529		
370	N-methylproline	Amino Acid	Urea cycle; Arginine and Proline Metabolism	37431	LC/MS Pos Early	100001956	1335	130.08626	475-11-6	557		
1563	N-oleoylserine	Lipid	Endocannabinoid	57664	LC/MS Neg	100015641	5600	368.28063				
1547	N-oleoyltaurine	Lipid	Endocannabinoid	39732	LC/MS Neg	100003119	5610	388.2527	52514-04-2	6437033		
1123	nonadecanoate (19:0)	Lipid	Long Chain Fatty Acid	1356	LC/MS Neg	892	6068	297.2799	646-30-0	12591	C16535	HMDB00772
4207	norfluoxetine	Xenobiotics	Drug	37252	LC/MS Pos Late	100003769	1008	296.12568	83891-03-6	4541		HMDB60551
1322	N-palmitoylglycine	Lipid	Fatty Acid Metabolism(Acyl Glycine)	42092	LC/MS Neg	100003686	5580	312.25441	2441-41-0	151008		HMDB13034
1562	N-palmitoylserine	Lipid	Endocannabinoid	57659	LC/MS Neg	100015640	5557	342.26498	58725-46-5;474943-14-1	6453686		
2248	N-palmitoyl-sphingadienine (d18:2/16:0)*	Lipid	Sphingolipid Metabolism	57416	LC/MS Pos Late	100015609	2490	536.50372				
2247	N-palmitoyl-sphinganine (d18:0/16:0)	Lipid	Sphingolipid Metabolism	52604	LC/MS Pos Late	100009028	3090	540.53503	5966-29-0	5283572		HMDB11760
2342	N-palmitoyl-sphingosine (d18:1/16:0)	Lipid	Ceramides	44877	LC/MS Pos Late	1518	2893	538.51937	24696-26-2	5283564		HMDB04949
1549	N-palmitoyltaurine	Lipid	Endocannabinoid	39835	LC/MS Neg	100003239	5560	362.23705	83982-06-3			
2344	N-stearoyl-sphingosine (d18:1/18:0)*	Lipid	Ceramides	54979	LC/MS Pos Late	1547	3392	566.55067	104404-17-3	5283565		HMDB04950
1548	N-stearoyltaurine	Lipid	Endocannabinoid	39730	LC/MS Neg	100003240	5782	390.26835	63155-80-6	168274		
108	N-trimethyl 5-aminovalerate	Amino Acid	Lysine Metabolism	57687	LC/MS Pos Early	100015962	2186	160.13321				
22	O-acetylhomoserine	Amino Acid	Glycine, Serine and Threonine Metabolism	31539	LC/MS Polar	100001129	1850	160.06153	7540-67-2	439389	C01077	
3532	o-cresol sulfate	Xenobiotics	Benzoate Metabolism	36845	LC/MS Neg	100001806	2796	187.00705		11615528		
1256	octadecanedioate	Lipid	Fatty Acid, Dicarboxylate	36754	LC/MS Neg	100001615	5043	313.23843	871-70-5	70095		HMDB00782
1332	octanoylcarnitine (C8)	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	33936	LC/MS Pos Late	100001247	950	288.21694	3671-77-0	123701	C02838	HMDB00791
1284	oleamide	Lipid	Fatty Acid, Amide	32458	LC/MS Neg	1504	6581	280.26458	301-02-0	5283387	C19670	HMDB02117
1116	oleate/vaccenate (18:1)	Lipid	Long Chain Fatty Acid	52285	LC/MS Neg	100008930	5655	281.2486				
1536	oleoyl ethanolamide	Lipid	Endocannabinoid	38102	LC/MS Neg	1137	6450	324.2908	11-58-0;111-58-0	5283454		HMDB02088
2214	oleoyl-arachidonoyl-glycerol (18:1/20:4) [1]*	Lipid	Diacylglycerol	54960	LC/MS Pos Late	100010936	2907	660.55616				HMDB07228
2215	oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*	Lipid	Diacylglycerol	54961	LC/MS Pos Late	100010937	2990	660.55616				HMDB07228
1345	oleoylcarnitine (C18:1)	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	35160	LC/MS Pos Late	100001501	1423	426.35779	38677-66-6	6441392		HMDB05065
1385	oleoylcholine	Lipid	Fatty Acid Metabolism (Acyl Choline)	53260	LC/MS Pos Late	100009331	1449	368.35231				
2201	oleoyl-linoleoyl-glycerol (18:1/18:2) [1]	Lipid	Diacylglycerol	46798	LC/MS Pos Late	100002989	3115	636.55616	106292-55-1			HMDB07219
2202	oleoyl-linoleoyl-glycerol (18:1/18:2) [2]	Lipid	Diacylglycerol	46799	LC/MS Pos Late	100002990	3223	636.55616	104346-53-4			HMDB07219
2198	oleoyl-oleoyl-glycerol (18:1/18:1)  [1]*	Lipid	Diacylglycerol	54945	LC/MS Pos Late	100010918	3571	638.57181				HMDB07218
2199	oleoyl-oleoyl-glycerol (18:1/18:1) [2]*	Lipid	Diacylglycerol	54946	LC/MS Pos Late	100010919	3695	638.57181				HMDB07218
3490	O-methylcatechol sulfate	Xenobiotics	Benzoate Metabolism	46111	LC/MS Neg	100004208	2344	203.00196		22473		HMDB60013
347	ornithine	Amino Acid	Urea cycle; Arginine and Proline Metabolism	1493	LC/MS Pos Early	444	2800	133.09716	3184-13-2	6262	C00077	HMDB03374
3274	orotate	Nucleotide	Pyrimidine Metabolism, Orotate containing	1505	LC/MS Polar	445	1638.1	155.00983	50887-69-9	967	C00295	HMDB00226
3276	orotidine	Nucleotide	Pyrimidine Metabolism, Orotate containing	35172	LC/MS Polar	100001416	2250	287.05209	314-50-1	92751		HMDB00788
4387	O-sulfo-L-tyrosine	Xenobiotics	Chemical	45413	LC/MS Neg	100005384	990	260.02343		514186		
3387	oxalate (ethanedioate)	Cofactors and Vitamins	Ascorbate and Aldarate Metabolism	20694	LC/MS Neg	100000841	603	88.98803	144-62-7	971	C00209	HMDB02329
1109	palmitate (16:0)	Lipid	Long Chain Fatty Acid	1336	LC/MS Neg	424	5618	255.23295	57-10-3	985	C00249	HMDB00220
1283	palmitic amide	Lipid	Fatty Acid, Amide	42095	LC/MS Neg	100003915	6690	254.24893	629-54-9	69421		HMDB12273
1110	palmitoleate (16:1n7)	Lipid	Long Chain Fatty Acid	33447	LC/MS Neg	452	5475	253.2173	373-49-9	445638	C08362	HMDB03229
2192	palmitoleoyl-arachidonoyl-glycerol (16:1/20:4) [2]*	Lipid	Diacylglycerol	57406	LC/MS Pos Late	100015681	2528	632.52486				
1341	palmitoleoylcarnitine (C16:1)*	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	53223	LC/MS Pos Late	100009406	1357	398.32649		71464547		
2258	palmitoyl dihydrosphingomyelin (d18:0/16:0)*	Lipid	Sphingolipid Metabolism	52434	LC/MS Pos Late	100008954	2290	705.5905		9939965		
1539	palmitoyl ethanolamide	Lipid	Endocannabinoid	38165	LC/MS Neg	1489	6300	298.27515	544-31-0	4671	C16512	HMDB02100
2260	palmitoyl sphingomyelin (d18:1/16:0)	Lipid	Sphingolipid Metabolism	37506	LC/MS Pos Late	100002107	2168	703.57485	6254-89-3	9939941		
2190	palmitoyl-arachidonoyl-glycerol (16:0/20:4) [1]*	Lipid	Diacylglycerol	54957	LC/MS Pos Late	100010924	2916	634.54051				HMDB07112
2191	palmitoyl-arachidonoyl-glycerol (16:0/20:4) [2]*	Lipid	Diacylglycerol	54958	LC/MS Pos Late	100010925	3015	634.54051				HMDB07112
1340	palmitoylcarnitine (C16)	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	44681	LC/MS Pos Late	100000776	1425	400.34214	6865-14-1	461	C02990	HMDB00222
1384	palmitoylcholine	Lipid	Fatty Acid Metabolism (Acyl Choline)	52944	LC/MS Pos Late	100009233	1482	342.33666		151731		
2183	palmitoyl-linoleoyl-glycerol (16:0/18:2) [1]*	Lipid	Diacylglycerol	52633	LC/MS Pos Late	100009052	3080	610.54051		9543695		HMDB07103
2184	palmitoyl-linoleoyl-glycerol (16:0/18:2) [2]*	Lipid	Diacylglycerol	52634	LC/MS Pos Late	100009055	3197	610.54051				HMDB07103
2182	palmitoyl-oleoyl-glycerol (16:0/18:1) [2]*	Lipid	Diacylglycerol	54942	LC/MS Pos Late	100010917	3695	612.55616			C13861	HMDB07102
3372	pantothenate	Cofactors and Vitamins	Pantothenate and CoA Metabolism	1508	LC/MS Neg	1024	1498.7	218.10339	137-08-6	6613	C00864	HMDB00210
3544	paraxanthine	Xenobiotics	Xanthine Metabolism	18254	LC/MS Neg	100000453	2279	179.05745	611-59-6	4687	C13747	HMDB01860
3525	p-cresol sulfate	Xenobiotics	Benzoate Metabolism	36103	LC/MS Neg	100001315	2890	187.00705	3233-57-7	4615423		HMDB11635
173	p-cresol-glucuronide*	Amino Acid	Tyrosine Metabolism	48841	LC/MS Neg	100006191	2420	283.08232	17680-99-8	154035		HMDB11686
1108	pentadecanoate (15:0)	Lipid	Long Chain Fatty Acid	1361	LC/MS Neg	980	5521	241.2173	1002-84-2;10002-84-2	13849	C16537	HMDB00826
4479	perfluorooctanesulfonic acid (PFOS)	Xenobiotics	Chemical	57564	LC/MS Polar	100010955	662	498.93021	1763-23-1	74483	C18142	HMDB59586
138	phenol sulfate	Amino Acid	Tyrosine Metabolism	32553	LC/MS Neg	100001510	2156	172.9914	937-34-8	74426	C02180	HMDB60015
118	phenylacetate	Amino Acid	Phenylalanine Metabolism	15958	LC/MS Neg	100000011	2150	135.04515	103-82-2	999	C07086	HMDB00209
850	phenylacetylcarnitine	Peptide	Acetylated Peptides	48425	LC/MS Pos Early	100006108	3092	280.15434	287108-21-8	101724840		
852	phenylacetylglutamate	Peptide	Acetylated Peptides	52925	LC/MS Neg	100009045	1630	264.08774		11579826		HMDB59772
853	phenylacetylglutamine	Peptide	Acetylated Peptides	35126	LC/MS Pos Early	100001417	2145	265.11829	28047-15-6	92258	C04148	HMDB06344
855	phenylacetylglycine	Peptide	Acetylated Peptides	33945	LC/MS Neg	100001275	2375	192.06661	500-98-1	68144	C05598	HMDB00821
859	phenylacetylmethionine	Peptide	Acetylated Peptides	54736	LC/MS Neg	100009241	3620	266.08563				
109	phenylalanine	Amino Acid	Phenylalanine Metabolism	64	LC/MS Pos Early	460	2878	166.08626	63-91-2	6140	C00079	HMDB00159
682	phenylalanylglycine	Peptide	Dipeptide	41370	LC/MS Neg	100003588	2462	221.09316	721-90-4	98207		HMDB28995
114	phenyllactate (PLA)	Amino Acid	Phenylalanine Metabolism	22130	LC/MS Neg	100000774	2208	165.05571	828-01-3	3848	C05607	HMDB00779
113	phenylpyruvate	Amino Acid	Phenylalanine Metabolism	566	LC/MS Polar	241	845	163.04007	156-06-9	997	C00166	HMDB00205
1079	phosphate	Energy	Oxidative Phosphorylation	42109	LC/MS Pos Early	461	576	98.98418	7664-38-2	1061	C00009	HMDB01429
1594	choline phosphate	Lipid	Phospholipid Metabolism	34396	LC/MS Pos Early	267	700	184.07332	72556-74-2	1014	C00588	HMDB01565
1599	phosphoethanolamine	Lipid	Phospholipid Metabolism	1600	LC/MS Pos Early	1026	700	142.02638	1071-23-4	1015	C00346	HMDB00224
218	picolinate	Amino Acid	Tryptophan Metabolism	1512	LC/MS Pos Early	1022	910	124.03931	98-98-6	1018	C10164	HMDB02243
1244	pimelate (heptanedioate)	Lipid	Fatty Acid, Dicarboxylate	15704	LC/MS Polar	100000101	2745	159.06628	111-16-0	385	C02656	HMDB00857
1353	pimeloylcarnitine/3-methyladipoylcarnitine (C7-DC)	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	53224	LC/MS Pos Early	100009407	2773	304.17547				
103	pipecolate	Amino Acid	Lysine Metabolism	1444	LC/MS Pos Early	1025	2200	130.08626	4043-87-2	849	C00408	HMDB00070
3841	piperine	Xenobiotics	Food Component/Plant	33935	LC/MS Pos Late	100001267	1168	286.14377	94-62-2	638024	C03882	HMDB29377
2464	pregn steroid monosulfate*	Lipid	Steroid	32619	LC/MS Neg	100002067	5000	397.20541	1247-64-9			
2465	pregnanediol-3-glucuronide	Lipid	Steroid	40708	LC/MS Neg	100003470	5145	495.29634	1852-49-9	123796		HMDB10318
2463	pregnen-diol disulfate*	Lipid	Steroid	32562	LC/MS Neg	100001993	3868	238.07747				
2436	pregnenolone sulfate	Lipid	Steroid	38170	LC/MS Neg	100002129	5100	395.18976	1247-64-9	105074		HMDB00774
1228	pristanate	Lipid	Fatty Acid, Branched	38271	LC/MS Neg	477	5773	297.2799	1189-37-3	123929		HMDB00795
354	proline	Amino Acid	Urea cycle; Arginine and Proline Metabolism	1898	LC/MS Pos Early	480	1603	116.07061	147-85-3	145742	C00148	HMDB00162
700	prolylglycine	Peptide	Dipeptide	40703	LC/MS Pos Early	100003674	2136	173.09207	2578-57-6	6426709		HMDB11178
367	pro-hydroxy-pro	Amino Acid	Urea cycle; Arginine and Proline Metabolism	35127	LC/MS Pos Early	100001167	2128	229.11829	18684-24-7	11673055		HMDB06695
1309	propionylcarnitine (C3)	Lipid	Fatty Acid Metabolism (also BCAA Metabolism)	32452	LC/MS Pos Early	100001162	2590	218.13869	17298-37-2	107738	C03017	HMDB00824
1310	propionylglycine	Lipid	Fatty Acid Metabolism (also BCAA Metabolism)	31932	LC/MS Neg	100001150	960	130.05096	21709-90-0	98681		HMDB00783
3520	propyl 4-hydroxybenzoate sulfate	Xenobiotics	Benzoate Metabolism	48460	LC/MS Neg	100006264	3971	259.02818	162338-10-5			
3288	pseudouridine	Nucleotide	Pyrimidine Metabolism, Uracil containing	33442	LC/MS Neg	821	1100	243.06226	1445-07-4	15047	C02067	HMDB00767
4523	p-toluic acid	Xenobiotics	Chemical	37499	LC/MS Neg	100002056	2463	135.04515	99-94-5	7470	C01454	HMDB29635
3455	pyridoxal	Cofactors and Vitamins	Vitamin B6 Metabolism	1651	LC/MS Pos Early	491	2343	168.06552	65-22-5	1050	C00250	HMDB01545
3456	pyridoxate	Cofactors and Vitamins	Vitamin B6 Metabolism	31555	LC/MS Neg	100001121	2185	182.04588	82-82-6	6723	C00847	HMDB00017
49	pyroglutamine*	Amino Acid	Glutamate Metabolism	46225	LC/MS Pos Early	100001540	1900	129.06586	2353-44-8	134508		
3927	pyrraline	Xenobiotics	Food Component/Plant	48428	LC/MS Neg	100001767	2304	253.11938	74509-14-1	122228		HMDB33143
882	pyruvate	Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism	48990	LC/MS Polar	823	1083	87.00877	127-17-3	1060	C00022	HMDB00243
3851	quinate	Xenobiotics	Food Component/Plant	18335	LC/MS Polar	100000442	2432.9	191.05611	77-95-2	6508	C00296	HMDB03072
3341	quinolinate	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	1899	LC/MS Pos Early	182	845	168.02914	89-00-9	1066	C03722	HMDB00232
4235	ranitidine	Xenobiotics	Drug	38595	LC/MS Pos Early	100002735	2910	315.14854	66357-59-3	3001055	D00422	HMDB01930
3445	retinol (Vitamin A)	Cofactors and Vitamins	Vitamin A Metabolism	1806	LC/MS Pos Late	498	1636	269.22639	68-26-8	445354	C00473	HMDB00305
901	ribitol	Carbohydrate	Pentose Metabolism	15772	LC/MS Polar	100000406	1789.6	151.06119	488-81-3	6912	C00474	HMDB00508
902	ribonate	Carbohydrate	Pentose Metabolism	27731	LC/MS Polar	100001007	2425	165.04046	03/08/5336	5460677	C01685	HMDB00867
900	ribose	Carbohydrate	Pentose Metabolism	1471	LC/MS Polar	914	1508.2	195.05103	50-69-1	5779	C00121	HMDB00283
57	S-1-pyrroline-5-carboxylate	Amino Acid	Glutamate Metabolism	42370	LC/MS Pos Early	35	1528	114.05496	2906-39-0	1196	C04322	HMDB01301
3856	saccharin	Xenobiotics	Food Component/Plant	21151	LC/MS Neg	100000870	1999.7	181.99173	81-07-2	5143	D01085	HMDB29723
318	S-adenosylhomocysteine (SAH)	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	42382	LC/MS Neg	197	1832.4	383.11431	979-92-0	439155	C00021	HMDB00939
4241	salicylate	Xenobiotics	Drug	1515	LC/MS Polar	501	802	137.02422	69-72-7	338	C00805	HMDB01895
4047	salicyluric glucuronide*	Xenobiotics	Drug	33384	LC/MS Neg	100001332	1463	370.07797				
3859	S-allylcysteine	Xenobiotics	Food Component/Plant	43239	LC/MS Pos Early	100004509	2690	162.05833	21593-77-1	98280		HMDB34323
4	sarcosine	Amino Acid	Glycine, Serine and Threonine Metabolism	1516	LC/MS Pos Early	1023	1280	90.05496	107-97-1	1088	C00213	HMDB00271
1250	sebacate (decanedioate)	Lipid	Fatty Acid, Dicarboxylate	32398	LC/MS Neg	100001211	1788	201.11323	111-20-6	5192	C08277	HMDB00792
926	sedoheptulose	Carbohydrate	Pentose Metabolism	53237	LC/MS Polar	100002619	2255	209.06667	3019-74-7	5459879		HMDB03219
