PATHWAY SORTORDER	BIOCHEMICAL	SUPER PATHWAY	SUB PATHWAY	COMP ID	PLATFORM	CHEMICAL ID	RI	MASS	CAS	PUBCHEM	KEGG	                                      Group HMDB
1387	palmitoyl ethanolamide	Lipid	Endocannabinoid	38165	LC/MS Neg	1489	6100	298.27515	544-31-0	4671	C16512	HMDB02100
1702	palmitoyl sphingomyelin (d18:1/16:0)	Lipid	Sphingolipid Metabolism	37506	LC/MS Polar	100002107	870	747.56577	6254-89-3	9939941		
1249	palmitoylcarnitine	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	44681	LC/MS Pos	100000776	5204	400.34214	6865-14-1	461	C02990	HMDB00222
2669	pantothenate	Cofactors and Vitamins	Pantothenate and CoA Metabolism	1508	LC/MS Neg	1024	1498.7	218.10339	137-08-6	6613	C00864	HMDB00210
2812	paraxanthine	Xenobiotics	Xanthine Metabolism	18254	LC/MS Pos	100000453	2443.3	181.07201	611-59-6	4687	C13747	HMDB01860
129	p-cresol sulfate	Amino Acid	Phenylalanine and Tyrosine Metabolism	36103	LC/MS Neg	100001315	2890	187.00705	3233-57-7	4615423	C01468	HMDB11635
187	p-cresol-glucuronide*	Amino Acid	Phenylalanine and Tyrosine Metabolism	48841	LC/MS Neg	100006191	2420	283.08232	17680-99-8	154035		HMDB11686
1014	pelargonate (9:0)	Lipid	Medium Chain Fatty Acid	12035	LC/MS Neg	437	4798	157.1234	112-05-0	8158	C01601	HMDB00847
1023	pentadecanoate (15:0)	Lipid	Long Chain Fatty Acid	1361	LC/MS Neg	980	5521	241.2173	1002-84-2;10002-84-2	13849	C16537	HMDB00826
127	phenol sulfate	Amino Acid	Phenylalanine and Tyrosine Metabolism	32553	LC/MS Neg	100001510	2156	172.9914	937-34-8	74426	C02180	HMDB60015
107	phenylacetate	Amino Acid	Phenylalanine and Tyrosine Metabolism	15958	LC/MS Neg	100000011	2110.8	135.04515	103-82-2	999	C07086	HMDB00209
184	phenylacetylcarnitine	Amino Acid	Phenylalanine and Tyrosine Metabolism	48425	LC/MS Pos	100006108	2687	280.15434	287108-21-8			
111	phenylacetylglutamine	Amino Acid	Phenylalanine and Tyrosine Metabolism	35126	LC/MS Pos	100001417	2875	265.11829	28047-15-6	92258	C04148	HMDB06344
110	phenylacetylglycine	Amino Acid	Phenylalanine and Tyrosine Metabolism	33945	LC/MS Neg	100001275	2375	192.06661	500-98-1	68144	C05598	HMDB00821
99	phenylalanine	Amino Acid	Phenylalanine and Tyrosine Metabolism	64	LC/MS Pos	460	2050	166.08626	63-91-2	6140	C00079	HMDB00159
639	phenylalanylalanine	Peptide	Dipeptide	41374	LC/MS Pos	100003589	2120	237.12337	3918-87-4	6993123;5488196		
643	phenylalanylglycine	Peptide	Dipeptide	41370	LC/MS Pos	100003588	2155	223.10772	721-90-4	98207		
3603	phenylcarnitine*	Xenobiotics	Chemical	43265	LC/MS Pos	100004555	2629.9	266.13869	105450-08-6			
104	phenyllactate (PLA)	Amino Acid	Phenylalanine and Tyrosine Metabolism	22130	LC/MS Neg	100000774	2208	165.05571	828-01-3	3848	C05607	HMDB00779
103	phenylpyruvate	Amino Acid	Phenylalanine and Tyrosine Metabolism	566	LC/MS Neg	241	2517.6	163.04007	156-06-9	997	C00166	HMDB00205
1009	phosphate	Energy	Oxidative Phosphorylation	42109	LC/MS Neg	461	608	96.96962	7664-38-2	1061	C00009	HMDB01429
91	pipecolate	Amino Acid	Lysine Metabolism	1444	LC/MS Pos	1025	1120	130.08626	4043-87-2	849	C00408	HMDB00070
3093	piperine	Xenobiotics	Food Component/Plant	33935	LC/MS Pos	100001267	5135	286.14377	94-62-2	638024	C03882	HMDB29377
3402	pivaloylcarnitine	Xenobiotics	Drug	35432	LC/MS Pos	100001589	2400	246.16999		126894		HDMB41993
1820	pregn steroid monosulfate*	Lipid	Steroid	32619	LC/MS Neg	100002067	5000	397.20541	1247-64-9			
1821	pregnanediol-3-glucuronide	Lipid	Steroid	40708	LC/MS Neg	100003470	5145	495.29634	1852-49-9	123796		
1906	pregnanolone/allopregnanolone sulfate	Lipid	Steroid	48394	LC/MS Neg	100006173	5160	397.20541				
1819	pregnen-diol disulfate*	Lipid	Steroid	32562	LC/MS Neg	100001993	3868	238.07747				
1792	pregnenolone sulfate	Lipid	Steroid	38170	LC/MS Neg	100002129	5100	395.18976	1247-64-9	105074		HMDB00774
352	pro-hydroxy-pro	Amino Acid	Urea cycle; Arginine and Proline Metabolism	35127	LC/MS Pos	100001167	950	229.11829	18684-24-7	11673055		HMDB06695
332	proline	Amino Acid	Urea cycle; Arginine and Proline Metabolism	1898	LC/MS Pos	480	805	116.07061	147-85-3	145742	C00148	HMDB00162
660	prolylglycine	Peptide	Dipeptide	40703	LC/MS Pos	100003674	875	173.09207	2578-57-6	7408076;6426709		
1223	propionylcarnitine	Lipid	Fatty Acid Metabolism (also BCAA Metabolism)	32452	LC/MS Pos	100001162	1590	218.13869	17298-37-2	107738	C03017	HMDB00824
1224	propionylglycine	Lipid	Fatty Acid Metabolism (also BCAA Metabolism)	31932	LC/MS Neg	100001150	960	130.05096	21709-90-0	98681		HMDB00783
2808	propyl 4-hydroxybenzoate sulfate	Xenobiotics	Benzoate Metabolism	48460	LC/MS Neg	100006264	3971	259.02818	162338-10-5			
3406	pseudoephedrine	Xenobiotics	Drug	39586	LC/MS Pos	100002738	2312	166.12264	90-82-4	7028	C02765	HMDB01943
2594	pseudouridine	Nucleotide	Pyrimidine Metabolism, Uracil containing	33442	LC/MS Neg	821	1100	243.06226	1445-07-4	15047	C02067	HMDB00767
2745	pyridoxal	Cofactors and Vitamins	Vitamin B6 Metabolism	1651	LC/MS Pos	491	1203	168.06552	65-22-5	1050	C00250	HMDB01545
2746	pyridoxate	Cofactors and Vitamins	Vitamin B6 Metabolism	31555	LC/MS Neg	100001121	2185	182.04588	82-82-6	6723	C00847	HMDB00017
49	pyroglutamine*	Amino Acid	Glutamate Metabolism	46225	LC/MS Pos	100001540	750	129.06586	2353-44-8	134508		
3175	pyrraline	Xenobiotics	Food Component/Plant	48428	LC/MS Pos	100001767	2275	255.13394	74509-14-1			
818	pyruvate	Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism	22250	LC/MS Polar	823	2650	175.02481	127-17-3	1060	C00022	HMDB00243
3103	quinate	Xenobiotics	Food Component/Plant	18335	LC/MS Polar	100000442	2432.9	191.05611	77-95-2	6508	C00296	HMDB03072
2640	quinolinate	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	1899	LC/MS Polar	182	3000	166.01458	89-00-9	1066	C03722	HMDB00232
3410	ranitidine	Xenobiotics	Drug	38595	LC/MS Pos	100002735	1966	315.14854	66357-59-3	3001055	D00422	HMDB01930
838	ribitol	Carbohydrate	Pentose Metabolism	15772	LC/MS Polar	100000406	1789.6	151.06119	488-81-3	6912	C00474	HMDB00508
2666	riboflavin (Vitamin B2)	Cofactors and Vitamins	Riboflavin Metabolism	1827	LC/MS Pos	500	3098.3	377.14557	83-88-5	493570	C00255	HMDB00244
839	ribonate	Carbohydrate	Pentose Metabolism	27731	LC/MS Polar	100001007	2425	165.04046	8/3/36	5460677	C01685	HMDB00867
837	ribose	Carbohydrate	Pentose Metabolism	12083	GC/MS	914	1652	204	50-69-1	5779	C00121	HMDB00283
835	ribulose	Carbohydrate	Pentose Metabolism	35855	GC/MS	100000147	1662	306.1	488-84-6	151261	C00309	HMDB00621
3107	saccharin	Xenobiotics	Food Component/Plant	21151	LC/MS Neg	100000870	1999.7	181.99173	81-07-2	5143	D01085	HMDB29723
302	S-adenosylhomocysteine (SAH)	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	42382	LC/MS Neg	197	1832.4	383.11431	979-92-0	439155	C00021	HMDB00939
3416	salicylate	Xenobiotics	Drug	1515	LC/MS Neg	501	2195	137.02442	69-72-7	338	C00805	HMDB01895
3245	salicyluric glucuronide*	Xenobiotics	Drug	33384	LC/MS Neg	100001332	1463	370.07797				
3110	S-allylcysteine	Xenobiotics	Food Component/Plant	43239	LC/MS Pos	100004509	1650	162.05833	21593-77-1	98280		
4	sarcosine (N-Methylglycine)	Amino Acid	Glycine, Serine and Threonine Metabolism	1516	GC/MS	1023	1182.9	116	107-97-1	1088	C00213	HMDB00271
1402	scyllo-inositol	Lipid	Inositol Metabolism	32379	GC/MS	100001215	1893.8	318.2	488-59-5	892	C06153	HMDB06088
1153	sebacate (decanedioate)	Lipid	Fatty Acid, Dicarboxylate	32398	LC/MS Neg	100001211	1788	201.11323	111-20-6	5192	C08277	HMDB00792
9	serine	Amino Acid	Glycine, Serine and Threonine Metabolism	1648	LC/MS Pos	503	676.7	106.04987	56-45-1	5951	C00065	HMDB00187
220	serotonin	Amino Acid	Tryptophan Metabolism	2342	LC/MS Pos	504	1654	177.10224	153-98-0	5202	C00780	HMDB00259
314	S-methylcysteine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	39592	LC/MS Neg	100002749	880	134.02812	1187-84-4	24417		HMDB02108
909	sorbitol	Carbohydrate	Fructose, Mannose and Galactose Metabolism	15053	GC/MS	506	1843	319.1	6706-59-8	5780	C00794	HMDB00247
1699	sphinganine	Lipid	Sphingolipid Metabolism	17769	LC/MS Pos	313	5178.3	302.30536	3102-56-5	3126	C00836	HMDB00269
1718	sphingomyelin (d18:1/14:0, d16:1/16:0)*	Lipid	Sphingolipid Metabolism	42463	LC/MS Polar	100004328	873	719.53447		11433862		
1704	sphingomyelin (d18:1/18:1, d18:2/18:0)	Lipid	Sphingolipid Metabolism	37529	LC/MS Polar	100002106	865	773.58142	108392-10-5	6443882		
1725	sphingomyelin (d18:1/20:0, d16:1/22:0)*	Lipid	Sphingolipid Metabolism	48490	LC/MS Polar	100006290	913	803.62837				
1722	sphingomyelin (d18:1/20:1, d18:2/20:0)*	Lipid	Sphingolipid Metabolism	48491	LC/MS Polar	100006292	905	801.61272	222403-67-0			
1724	sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*	Lipid	Sphingolipid Metabolism	48493	LC/MS Polar	100006295	910	829.64402				
1720	sphingomyelin (d18:1/24:1, d18:2/24:0)*	Lipid	Sphingolipid Metabolism	47153	LC/MS Polar	100005986	850	857.67533	94359-13-4			
1719	sphingomyelin (d18:2/14:0, d18:1/14:1)*	Lipid	Sphingolipid Metabolism	47154	LC/MS Polar	100005985	876	717.51882				
1721	sphingomyelin (d18:2/16:0, d18:1/16:1)*	Lipid	Sphingolipid Metabolism	42459	LC/MS Polar	100004329	866	745.55012				
1708	sphingosine	Lipid	Sphingolipid Metabolism	17747	LC/MS Pos	297	5179.9	300.28971	123-78-4	5353955	C00319	HMDB00252
1707	sphingosine 1-phosphate	Lipid	Sphingolipid Metabolism	34445	LC/MS Polar	100000626	1850	378.24148	26993-30-6	5283560	C06124	HMDB00277
3125	stachydrine	Xenobiotics	Food Component/Plant	34384	LC/MS Pos	100001296	838.7	144.10191	4136-37-2	115244	C10172	HMDB04827
1029	stearate (18:0)	Lipid	Long Chain Fatty Acid	1358	LC/MS Neg	439	5872	283.26425	57-11-4	5281	C01530	HMDB00827
1057	stearidonate (18:4n3)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	33969	LC/MS Neg	100001229	5395	275.20165	111174-40-4	5312508	C16300	HMDB06547
1703	stearoyl sphingomyelin (d18:1/18:0)	Lipid	Sphingolipid Metabolism	19503	LC/MS Polar	1538	979	775.59707	85187-10-6;85187-10-6	6453725	C00550	HMDB01348
1250	stearoylcarnitine	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	34409	LC/MS Pos	100001391	5256	428.37344	18822-91-8	6426855		HMDB00848
1149	suberate (octanedioate)	Lipid	Fatty Acid, Dicarboxylate	15730	LC/MS Neg	100000016	804.3	173.08193	505-48-6	10457	C08278	HMDB00893
994	succinate	Energy	TCA Cycle	1437	LC/MS Neg	252	603	117.01933	110-15-6	1110	C00042	HMDB00254
3612	succinimide	Xenobiotics	Chemical	41888	LC/MS Neg	100003696	1270	98.02475	123-56-8	11439	C07273	
993	succinylcarnitine	Energy	TCA Cycle	37058	LC/MS Pos	100001948	1419	262.12852				
2876	sucralose	Xenobiotics	Food Component/Plant	36649	LC/MS Neg	100001789	3140	395.00727	56038-13-2	71485	C12285	HMDB31554
892	sucrose	Carbohydrate	Disaccharides and Oligosaccharides	1519	LC/MS Neg	935	865	341.10894	57-50-1	5988	C00089	HMDB00258
3513	sulfate*	Xenobiotics	Chemical	46960	LC/MS Neg	100002528	616	96.9601	14808-79-8	1118	C00059	HMDB01448
3130	tartarate	Xenobiotics	Food Component/Plant	15336	LC/MS Neg	100000295	615.3	149.00916	87-69-4;6106-24-7	444305	C00898	HMDB00956
3207	tartronate (hydroxymalonate)	Xenobiotics	Bacterial/Fungal	20693	LC/MS Neg	100000840	610	118.99859	80-69-3	45	C02287	HMDB35227
321	taurine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	2125	LC/MS Neg	512	690	124.00739	107-35-7	1123	C00245	HMDB00251
1922	tauro-beta-muricholate	Lipid	Primary Bile Acid Metabolism	33983	LC/MS Neg	100001250	4774	514.28439	25696-60-0	168408		HMDB00932
1918	taurochenodeoxycholate	Lipid	Primary Bile Acid Metabolism	18494	LC/MS Neg	1629	5250	498.28948	6009-98-9	387316	C05465	HMDB00951
1915	taurocholate	Lipid	Primary Bile Acid Metabolism	18497	LC/MS Neg	1648	5150	514.28439	145-42-6	6675	C05122	HMDB00036
1954	taurocholenate sulfate	Lipid	Secondary Bile Acid Metabolism	32807	LC/MS Neg	100001990	4750	279.61422				
1926	taurodeoxycholate	Lipid	Secondary Bile Acid Metabolism	12261	LC/MS Neg	1668	5257.4	498.28948	207737-97-1	2733768	C05463	HMDB00896
1932	taurolithocholate	Lipid	Secondary Bile Acid Metabolism	31889	LC/MS Neg	100001065	5345	482.29456	516-90-5	10595	C02592	HMDB00722
1933	taurolithocholate 3-sulfate	Lipid	Secondary Bile Acid Metabolism	36850	LC/MS Neg	100001658	5026.7	280.62205	64936-83-0	440071	C03642	HMDB02580
1937	tauroursodeoxycholate	Lipid	Secondary Bile Acid Metabolism	39378	LC/MS Neg	100002912	5025	498.28948	14605-22-2	9848818		HMDB00874
1892	testosterone sulfate	Lipid	Steroid	35668	LC/MS Neg	100001548	4600	367.15846	651-45-6	119207	C00535	HMDB02833
1157	tetradecanedioate	Lipid	Fatty Acid, Dicarboxylate	35669	LC/MS Neg	100001613	4000	257.17583	821-38-5	13185		HMDB00872
1912	tetrahydrodeoxycorticosterone disulfate	Lipid	Steroid	48431	LC/MS Neg	100006119	4300	246.07493				
3131	theanine	Xenobiotics	Food Component/Plant	22206	LC/MS Pos	100000784	1200	175.10772	3081-61-6	439378	C01047	HMDB34365
2813	theobromine	Xenobiotics	Xanthine Metabolism	18392	LC/MS Pos	100000445	2151	181.07201	83-67-0	5429	C07480	HMDB02825
2814	theophylline	Xenobiotics	Xanthine Metabolism	18394	LC/MS Pos	100000437	2531.8	181.07201	58-55-9	2153	C07130	HMDB01889
848	threitol	Carbohydrate	Pentose Metabolism	35854	GC/MS	100001419	1513	217.1	2418-52-2	169019	C16884	HMDB04136
2679	threonate	Cofactors and Vitamins	Ascorbate and Aldarate Metabolism	27738	LC/MS Polar	100001022	2384	135.02989	70753-61-6	151152	C01620	HMDB00943
14	threonine	Amino Acid	Glycine, Serine and Threonine Metabolism	1284	LC/MS Pos	564	701.5	120.06552	72-19-5	6288	C00188	HMDB00167
700	threonylphenylalanine	Peptide	Dipeptide	31530	LC/MS Pos	100001125	2452	267.13394	16875-27-7	4099799;4099798		
3133	thymol sulfate	Xenobiotics	Food Component/Plant	36095	LC/MS Neg	100001757	4410	229.054	89-83-8		C09908	HMDB01878
180	thyroxine	Amino Acid	Phenylalanine and Tyrosine Metabolism	2761	LC/MS Neg	1094	4808	775.67944	51-48-9	5819	C01829	HMDB01918
274	tigloylglycine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	1598	LC/MS Pos	1161	2518	158.08117	35842-45-6	6441567		HMDB00959
273	tiglylcarnitine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	35428	LC/MS Pos	100001597	2354	244.15434	64191-86-2	22833596		HMDB02366
3426	topiramate	Xenobiotics	Drug	2772	LC/MS Neg	1388	4021	338.09151	97240-79-4	5284627	C07502	HMDB05034
350	trans-4-hydroxyproline	Amino Acid	Urea cycle; Arginine and Proline Metabolism	32306	LC/MS Pos	1001	685	132.06552	51-35-4	5810	C01157	HMDB00725
60	trans-urocanate	Amino Acid	Histidine Metabolism	607	LC/MS Pos	537	1125.4	139.05021	104-98-3	736715	C00785	HMDB00301
2661	trigonelline (N'-methylnicotinate)	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	32401	LC/MS Pos	100001092	771.8	138.05496	535-83-1	5570	C01004	HMDB00875
1436	trimethylamine N-oxide	Lipid	Phospholipid Metabolism	40406	LC/MS Pos	100003397	718	151.14411	1184-78-7	1145	C01104	HMDB00925
194	tryptophan	Amino Acid	Tryptophan Metabolism	54	LC/MS Pos	565	2440	205.09716	73-22-3	6305	C00078	HMDB00929
228	tryptophan betaine	Amino Acid	Tryptophan Metabolism	37097	LC/MS Pos	100001743	2466	247.14411	20671-76-5	442106	C09213	HMDB61115
709	tryptophylglycine	Peptide	Dipeptide	43028	LC/MS Pos	100003609	2364	262.11862	7360-09-0	263471		
188	tyramine O-sulfate	Amino Acid	Phenylalanine and Tyrosine Metabolism	48408	LC/MS Neg	100006092	1565	216.0336	30223-92-8	153005		HMDB06409
112	tyrosine	Amino Acid	Phenylalanine and Tyrosine Metabolism	1299	LC/MS Pos	815	1516.3	182.08117	60-18-4	6057	C00082	HMDB00158
3176	umbelliferone sulfate	Xenobiotics	Food Component/Plant	48674	LC/MS Neg	100006282	2442.8	240.98123	69526-88-1	129659		
2593	uracil	Nucleotide	Pyrimidine Metabolism, Uracil containing	605	LC/MS Neg	825	1086	111.02	66-22-8	1174	C00106	HMDB00300
2513	urate	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	1604	LC/MS Neg	1134	757.1	167.02106	69-93-2;120K5305	1175	C00366	HMDB00289
330	urea	Amino Acid	Urea cycle; Arginine and Proline Metabolism	1670	LC/MS Pos	533	739	121.07201	57-13-6	1176	C00086	HMDB00294
2592	uridine	Nucleotide	Pyrimidine Metabolism, Uracil containing	606	LC/MS Neg	535	1457.6	243.06226	58-96-8	6029	C00299	HMDB00296
1935	ursodeoxycholate	Lipid	Secondary Bile Acid Metabolism	1605	LC/MS Neg	1135	5055	391.28538	128-13-2	31401	C07880	HMDB00946
1010	valerate	Lipid	Short Chain Fatty Acid	33443	LC/MS Neg	1136	1718	101.0608	109-52-4	7991	C00803	HMDB00892
1239	valerylcarnitine	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	34406	LC/MS Pos	100001394	2555	246.16999		6426903		HMDB13128
279	valine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	1649	LC/MS Pos	566	1042.1	118.08626	72-18-4	6287	C00183	HMDB00883
739	valylglycine	Peptide	Dipeptide	40475	LC/MS Neg	100003641	1506	173.09316	686-43-1	136487		
742	valylleucine	Peptide	Dipeptide	39994	LC/MS Pos	100003210	2562	231.17032	22906-55-4	352039		
190	vanillic alcohol sulfate	Amino Acid	Phenylalanine and Tyrosine Metabolism	48733	LC/MS Neg	100006125	1808	233.01253	754920-02-0			
140	vanillylmandelate (VMA)	Amino Acid	Phenylalanine and Tyrosine Metabolism	1567	LC/MS Neg	1111	941	197.04555	55-10-7	1245	C05584	HMDB00291
2506	xanthine	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	3147	LC/MS Polar	1004	2023	151.02615	69-89-6	1188	C00385	HMDB00292
2508	xanthosine	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	15136	LC/MS Pos	100000299	1827	285.08296	146-80-5	64959	C01762	HMDB00299
211	xanthurenate	Amino Acid	Tryptophan Metabolism	15679	LC/MS Neg	100000015	1476.4	204.03023	59-007	5699	C02470	HMDB00881
844	xylitol	Carbohydrate	Pentose Metabolism	4966	GC/MS	543	1677.6	307.2	87-99-0	6912	C00379	HMDB02917
842	xylonate	Carbohydrate	Pentose Metabolism	35638	GC/MS	100001627	1722	292	73686-31-7	6602431	C05411	HMDB60256
843	xylose	Carbohydrate	Pentose Metabolism	15835	GC/MS	826	1723.9	204	609-06-3	135191	C00181	HMDB00098
